province;red;green;blue;type;name;
1;6;80;121;sea;Water;
2;132;25;125;sea;
3;251;124;237;sea;
4;102;85;110;sea;
5;58;152;145;sea;
6;250;209;18;sea;
7;92;90;131;sea;
8;205;83;137;sea;
9;30;163;146;sea;
10;217;61;72;sea;
11;237;168;50;sea;
12;145;211;123;sea;
13;69;140;71;sea;
14;167;1;29;sea;
15;189;209;196;sea;
16;226;31;190;sea;
17;225;72;19;sea;
18;234;5;79;sea;
19;190;84;118;sea;
20;232;72;128;sea;
21;238;9;106;sea;
22;35;146;107;sea;
23;200;29;156;sea;Bladefist Bay;
24;232;73;172;sea;
25;255;181;66;sea;
26;33;82;112;sea;
27;168;54;75;sea;
28;235;30;98;sea;
29;184;169;136;sea;
30;236;43;102;sea;
31;5;158;189;sea;
32;123;92;43;sea;
33;150;102;120;sea;
34;140;45;166;sea;
35;169;172;121;sea;
36;99;254;20;sea;
37;204;217;126;sea;
38;89;237;37;sea;
39;42;35;48;sea;
40;46;79;70;sea;
41;51;138;243;sea;
42;187;74;36;sea;
43;203;130;213;sea;
44;83;13;158;sea;
45;122;120;71;sea;
46;29;96;108;sea;
47;135;143;102;sea;
48;58;54;140;sea;
49;165;8;213;sea;
50;66;244;17;sea;
51;246;224;7;sea;
52;180;80;110;sea;
53;18;229;227;sea;
54;5;240;100;sea;
55;201;191;222;sea;
56;44;59;240;sea;
57;208;106;193;sea;
58;116;60;82;sea;
59;106;159;226;sea;
60;111;207;4;sea;
61;166;189;167;sea;
62;186;99;6;sea;
63;33;213;81;sea;
64;119;147;76;sea;
65;138;248;152;sea;
66;240;30;98;sea;
67;143;155;253;sea;
68;129;253;221;sea;
69;229;243;232;sea;
70;162;156;44;sea;
71;168;125;162;sea;
72;227;87;149;sea;
73;91;127;56;sea;
74;96;7;252;sea;
75;4;217;43;sea;
76;254;133;239;sea;
77;3;76;227;sea;
78;194;145;71;sea;
79;96;79;232;sea;
80;153;228;207;sea;
81;160;45;125;sea;
82;226;237;204;sea;
83;118;136;180;sea;
84;131;163;138;sea;
85;12;70;117;sea;
86;246;60;255;sea;
87;105;223;221;sea;
88;235;223;94;sea;
89;175;29;26;sea;
90;116;243;218;sea;
91;41;53;27;sea;
92;170;145;243;sea;
93;186;98;59;sea;
94;249;136;153;sea;
95;158;210;178;sea;
96;232;54;192;sea;
97;64;45;164;sea;
98;194;5;138;sea;
99;109;89;21;sea;
100;107;40;10;sea;
101;15;205;122;sea;
102;205;187;41;sea;
103;60;130;33;sea;
104;69;156;108;sea;
105;138;209;97;sea;
106;98;136;232;sea;
107;227;60;226;sea;
108;93;16;192;sea;
109;170;198;125;sea;
110;26;62;190;sea;
111;93;53;194;sea;
112;234;168;141;sea;
113;5;137;39;sea;
114;18;121;247;sea;
115;211;79;180;sea;
116;42;30;228;sea;
117;27;192;254;sea;
118;52;111;72;sea;
119;204;157;62;sea;
120;254;221;103;sea;
121;48;123;240;sea;
122;36;40;199;sea;
123;73;12;76;sea;
124;66;193;21;sea;
125;140;157;102;sea;
126;142;219;105;sea;
127;100;125;217;sea;
128;17;155;92;sea;
129;47;26;90;sea;
130;214;140;7;sea;
131;182;62;178;sea;
132;149;163;52;sea;
133;8;181;179;sea;
134;47;167;12;sea;
135;27;154;179;sea;
136;38;52;228;sea;
137;143;37;92;sea;
138;43;233;50;sea;
139;227;228;47;sea;
140;136;214;104;sea;
141;254;210;96;sea;
142;168;213;94;sea;
143;36;226;23;sea;
144;82;48;107;sea;
145;210;198;187;sea;
146;41;134;83;sea;
147;76;50;30;sea;
148;40;6;40;sea;
149;151;24;251;sea;
150;60;226;140;sea;
151;166;95;218;sea;
152;135;15;102;sea;
153;207;198;249;sea;
154;95;49;113;sea;
155;143;68;142;sea;
156;175;254;191;sea;
157;45;53;96;sea;
158;108;51;206;sea;
159;52;49;180;sea;
160;137;183;100;sea;
161;237;181;223;sea;
162;230;192;106;sea;
163;234;168;135;sea;
164;150;163;143;sea;
165;156;180;19;sea;
166;159;54;54;sea;
167;142;215;28;sea;
168;240;146;24;sea;Granite Flow;
169;157;103;111;sea;Light's Lake;
170;73;224;144;sea;Light's Wash;
171;184;39;29;sea;Vordrassil's River;
172;167;32;40;sea;
173;158;54;207;sea;
174;218;51;208;sea;
175;191;150;138;sea;
176;128;137;28;sea;
177;154;14;97;sea;
178;48;208;143;sea;
179;179;222;106;sea;Halvarde Wash;
180;135;198;216;sea;Utgarde Waters;
181;161;19;131;sea;
182;106;66;74;sea;
183;144;106;91;sea;
184;73;182;219;sea;
185;94;63;107;sea;
186;122;86;109;sea;
187;13;32;142;sea;
188;88;69;8;sea;
189;216;173;193;sea;
190;9;186;185;sea;
191;147;28;27;sea;
192;250;75;36;sea;
193;169;181;103;sea;
194;255;85;213;sea;
195;64;144;208;sea;
196;243;72;77;sea;
197;222;55;76;sea;
198;47;72;159;sea;
199;244;52;202;sea;
200;60;197;186;sea;
201;168;201;147;sea;
202;40;22;206;sea;
203;251;54;235;sea;
204;68;22;229;sea;
205;161;254;82;sea;
206;182;10;255;sea;
207;31;26;119;sea;
208;255;7;196;sea;
209;150;221;126;sea;
210;115;157;151;sea;
211;72;251;20;sea;
212;182;22;138;sea;
213;187;125;58;sea;
214;130;22;243;sea;
215;78;117;169;sea;
216;82;141;132;sea;
217;232;102;134;sea;
218;175;214;105;sea;
219;14;5;232;sea;
220;49;157;81;sea;
221;209;150;46;sea;
222;92;189;0;sea;
223;46;184;202;sea;
224;80;12;30;sea;
225;143;103;153;sea;
226;242;232;104;sea;
227;39;145;38;sea;
228;210;186;228;sea;
229;208;146;28;sea;Shalandis Coastal Waters;
230;88;189;76;sea;Northern Windy Water;
231;172;221;229;sea;Southern Windy Water;
232;168;178;103;sea;
233;90;218;122;sea;
234;116;38;61;sea;
235;235;115;25;sea;
236;76;156;191;sea;Scarlet Bay;
237;213;198;78;sea;
238;168;185;205;sea;
239;146;9;36;sea;
240;106;168;103;sea;Northern Silverpine Waters;
241;97;61;213;sea;Southern Silverpine Waters;
242;202;109;86;sea;
243;52;250;220;sea;
244;219;51;54;sea;Keel's Bay;
245;204;39;8;sea;
246;222;60;162;sea;Gilneas Canals;
247;90;108;65;sea;
248;153;45;109;sea;Drisburg Bay;
249;116;135;225;sea;Baradin Strand;
250;247;178;100;sea;Baradin Flood;
251;178;70;36;sea;Baradin Shallow;
252;211;87;142;sea;Baradin Reef;
253;71;154;143;sea;Baradin Wrecks;
254;148;52;70;sea;Baradin Bay;
255;128;172;208;sea;Boralus Deep;
256;225;238;138;sea;Thandol Pass;
257;37;10;24;sea;Southshore Flow;
258;105;36;74;sea;Tarren Mill Crossing;
259;18;195;33;sea;Tarren Mill Flow;
260;33;90;81;sea;Aerie Crossing;
261;106;126;220;sea;Andorhal Crossing;
262;117;239;127;sea;Western Darrowmere;
263;84;106;99;sea;Eastern Darrowmere;
264;71;70;71;sea;Thondroril River;
265;115;161;62;sea;
266;129;159;35;sea;
267;20;251;214;sea;
268;32;107;231;sea;
269;253;154;224;sea;
270;237;96;141;sea;
271;145;24;249;sea;
272;109;183;33;sea;
273;96;202;44;sea;
274;241;37;44;sea;
275;57;85;66;sea;
276;142;101;103;sea;
277;204;249;189;sea;
278;62;215;201;sea;
279;155;92;252;sea;
280;96;146;112;sea;
281;74;32;61;sea;
282;148;1;26;sea;
283;135;139;54;sea;
284;248;255;24;sea;
285;254;23;245;sea;
286;52;55;236;sea;
287;175;185;14;sea;
288;130;79;127;sea;
289;63;56;58;sea;
290;87;59;17;sea;Booty Coast;
291;8;189;113;sea;
292;201;77;169;sea;
293;64;88;44;sea;
294;221;199;94;sea;
295;231;204;56;sea;
296;63;82;92;sea;
297;67;55;155;sea;
298;215;47;209;sea;
299;168;172;143;sea;
300;188;50;236;sea;
301;15;250;50;sea;
302;218;97;50;sea;
303;196;75;239;sea;
304;131;44;48;sea;
305;42;128;208;sea;
306;213;173;183;sea;
307;76;89;234;sea;
308;254;97;156;sea;
309;246;84;183;sea;
310;90;94;227;sea;
311;183;159;208;sea;
312;109;33;147;sea;
313;67;66;172;sea;
314;248;201;166;sea;
315;222;208;148;sea;
316;223;135;5;sea;
317;29;45;199;sea;
318;101;86;41;sea;
319;70;95;208;sea;
320;52;110;99;sea;
321;40;88;107;sea;
322;133;98;130;sea;
323;145;219;89;sea;
324;124;104;160;sea;
325;128;62;29;sea;
326;192;118;106;sea;
327;192;100;147;sea;Sora Deep;
328;51;52;199;sea;Watha Deep;
329;63;189;82;sea;
330;61;63;30;sea;
331;150;146;166;sea;
332;134;255;250;sea;
333;41;70;50;sea;
334;68;110;227;sea;
335;150;223;254;sea;
336;107;108;49;sea;
337;17;22;150;sea;
338;161;247;158;sea;
339;179;21;171;sea;
340;27;4;41;sea;
341;206;28;244;sea;
342;107;153;241;sea;
343;128;133;76;sea;
344;46;145;123;sea;
345;207;109;204;sea;
346;250;65;78;sea;
347;34;193;236;sea;
348;51;103;69;sea;
349;22;29;235;sea;
350;4;242;101;sea;Blue Sky Lake;
351;63;77;212;sea;Amberpine River;
352;52;31;21;sea;Amberpine Wash;
353;40;82;122;sea;Bay of Naxxramas;
354;222;52;210;sea;
355;229;52;82;sea;
356;234;1;48;sea;
357;58;152;116;sea;
358;149;21;17;sea;
359;108;213;154;sea;
360;134;18;221;sea;
361;151;73;67;sea;
362;214;199;85;sea;
363;113;94;254;sea;
364;57;0;150;sea;
365;145;21;56;sea;
366;66;71;224;sea;
367;168;241;54;sea;
368;20;87;132;wasteland;Outland Space;
369;68;171;91;sea;
370;140;120;10;sea;
371;193;186;21;sea;
372;158;249;50;sea;
373;218;42;84;sea;
374;22;44;210;sea;
375;246;136;19;sea;
376;228;3;232;sea;
377;137;160;205;sea;
378;119;22;35;sea;
379;69;102;224;sea;
380;91;45;28;sea;
381;169;201;121;sea;
382;255;58;168;sea;
383;123;130;209;sea;
384;50;80;150;sea;
385;2;72;41;sea;
386;71;131;94;sea;
387;25;30;89;sea;
388;1;169;155;sea;
389;43;244;70;sea;
390;116;71;49;sea;
391;110;220;60;sea;
392;24;232;36;sea;
393;175;116;91;sea;
394;192;50;254;sea;
395;245;173;242;sea;
396;183;138;80;sea;
397;130;218;72;sea;
398;80;249;52;sea;
399;61;226;151;sea;
400;5;10;239;sea;
401;229;241;149;sea;
402;112;152;238;sea;
403;4;120;232;sea;
404;35;24;53;sea;
405;71;3;65;sea;
406;170;126;122;sea;
407;114;60;127;sea;
408;140;235;10;sea;
409;165;12;23;sea;
410;14;153;149;sea;
411;192;201;172;sea;
412;35;93;73;sea;
413;115;178;80;sea;
414;114;178;66;sea;
415;193;195;230;sea;
416;214;156;121;sea;
417;95;248;226;sea;
418;27;178;64;sea;
419;199;61;229;sea;
420;208;96;19;sea;
421;166;124;216;sea;
422;180;219;141;sea;
423;77;220;28;sea;
424;100;172;34;sea;
425;197;104;77;sea;
426;46;99;14;sea;
427;97;119;78;sea;
428;202;134;155;sea;
429;61;22;95;sea;
430;236;223;194;sea;
431;234;154;106;sea;
432;136;74;173;sea;
433;183;16;142;sea;
434;248;4;28;sea;
435;218;0;99;sea;
436;157;51;102;sea;
437;249;52;200;sea;
438;195;56;111;sea;
439;27;213;13;sea;
440;133;140;205;sea;
441;77;20;13;sea;
442;185;18;72;sea;
443;251;72;152;sea;
444;206;233;223;sea;
445;71;77;18;sea;
446;95;33;142;sea;
447;246;68;79;sea;
448;57;26;165;sea;
449;243;255;7;sea;
450;235;76;39;sea;
451;7;118;75;sea;
452;112;144;35;sea;
453;88;245;29;sea;
454;128;198;160;sea;
455;181;123;155;sea;
456;225;201;168;sea;
457;29;47;192;sea;
458;153;15;65;sea;
459;185;34;45;sea;
460;218;196;149;sea;
461;56;172;144;sea;
462;163;245;210;sea;
463;234;207;127;sea;
464;144;61;33;sea;
465;143;46;173;sea;
466;160;100;46;sea;
467;51;149;55;sea;
468;110;184;24;sea;
469;197;73;148;sea;
470;93;130;78;sea;
471;210;14;68;sea;
472;57;252;162;sea;
473;170;45;195;sea;
